filename,mean_R,mean_G,mean_B
ph_01.jpg,56.933289045569374,63.43943320891353,71.00547922328916
ph_02.jpg,57.38033610808459,64.003072954706,71.60959113825665
ph_03.jpg,56.816999492143694,63.56576121823653,71.14096697986135
ph_04.jpg,56.710391448458076,63.54477697475286,71.08829048233379
ph_05.jpg,56.51967257236703,63.306698627191565,70.84050736491422
ph_06.jpg,56.64336526642002,63.470716384202774,71.03725709701752
ph_07.jpg,56.85391810143557,63.717166628253175,71.28978265945092
ph_08.jpg,56.959609459497216,63.58063048265306,71.18244344985094
ph_09.jpg,57.167398892693654,63.76298475832425,71.36692824010329
ph_10.jpg,57.17297234128742,63.770321236575235,71.40455961923747
ph_11.jpg,57.07705578287696,63.69717801760436,71.31775111199579
ph_12.jpg,56.842663758715375,63.662421788632,71.2659286287281
ph_13.jpg,57.92676804336634,64.11394714103838,71.44889683432909
ph_14.jpg,58.20990909721308,64.48673150564927,71.8672248222004
ph_15.jpg,58.01104743367935,64.14531874219259,71.4469326950707
ph_16.jpg,57.822102874327015,63.75568320143038,70.55756573696037
ph_17.jpg,57.65476079119822,63.5897081023535,70.38154264097253
ph_18.jpg,58.046469600459766,63.70968279434713,70.53281404028128
ph_19.jpg,57.856509515570934,63.55586269720589,69.7106013507581
ph_20.jpg,57.509834415396526,63.14136283838795,69.5441012464929
ph_21.jpg,58.170506332239796,64.46619537800872,71.92069122835375
ph_22.jpg,58.45006433012855,64.81229290388046,72.2847289778419
ph_23.jpg,58.20191958958426,64.54052904109945,72.01194765637784
ph_24.jpg,58.17906705349553,64.84460819235082,72.31329308896365
ph_25.jpg,57.84470366484676,64.40708499459218,71.82756887738812
